ISO,Sex,Year,Number of Smokers All Ages,Number of Smokers All Ages Lower Bound,Number of Smokers All Ages Upper Bound
AUS,Female,2001,1480815,1375089,1595740
AUS,Female,2002,1461459,1348067,1585515
AUS,Female,2003,1442434,1325109,1571957
AUS,Female,2004,1422859,1291315,1555202
AUS,Female,2005,1403957,1272357,1533542
AUS,Female,2006,1384748,1261330,1513456
AUS,Female,2007,1367864,1246869,1493597
AUS,Female,2008,1360640,1237667,1484693
AUS,Female,2009,1356975,1235377,1481343
AUS,Female,2010,1341872,1214825,1480390
AUS,Female,2011,1340226,1198234,1489497
AUS,Female,2012,1354856,1195942,1538555
AUS,Both,1980,3355016,3133581,3588113
AUS,Both,1981,3364053,3168567,3578098
AUS,Both,1982,3380260,3207704,3569255
AUS,Both,1983,3391400,3226453,3552712
AUS,Both,1984,3375172,3233593,3534328
AUS,Both,1985,3353929,3204336,3513223
AUS,Both,1986,3334770,3183766,3477945
AUS,Both,1987,3321084,3169874,3468408
AUS,Both,1988,3313344,3166079,3469503
AUS,Both,1989,3317820,3172446,3472382
AUS,Both,1990,3338082,3191027,3498979
AUS,Both,1991,3360141,3211386,3514760
AUS,Both,1992,3378500,3244875,3523824
AUS,Both,1993,3396002,3261587,3533537
AUS,Both,1994,3390339,3261306,3527198
AUS,Both,1995,3382914,3255192,3512669
AUS,Both,1996,3370175,3240229,3502387
AUS,Both,1997,3350770,3219406,3481197
AUS,Both,1998,3328343,3195277,3456405
AUS,Both,1999,3285821,3160031,3426474
AUS,Both,2000,3250473,3119431,3395041
AUS,Both,2001,3222749,3076481,3365741
AUS,Both,2002,3196807,3039559,3350051
AUS,Both,2003,3166639,3001982,3324941
AUS,Both,2004,3129217,2960534,3288762
AUS,Both,2005,3087272,2919042,3249624
AUS,Both,2006,3044524,2882475,3204339
AUS,Both,2007,3006203,2849383,3172235
AUS,Both,2008,2988559,2828472,3159334
AUS,Both,2009,2979659,2803790,3161483
AUS,Both,2010,2944091,2753800,3138385
AUS,Both,2011,2938308,2731034,3146925
AUS,Both,2012,2961263,2717206,3220954
AUT,Male,1980,928691,842793,1025578
AUT,Male,1981,926053,847358,1012988
AUT,Male,1982,936989,862090,1015286
AUT,Male,1983,949404,876558,1023326
AUT,Male,1984,968224,897785,1035548
AUT,Male,1985,985750,919700,1046841
AUT,Male,1986,1003161,940093,1064283
AUT,Male,1987,1023319,955694,1087982
AUT,Male,1988,1041982,965356,1123208
AUT,Male,1989,1060211,979766,1149269
AUT,Male,1990,1077794,990627,1165850
AUT,Male,1991,1094066,1005542,1183327
AUT,Male,1992,1103531,1011885,1191188
AUT,Male,1993,1108241,1019114,1189876
AUT,Male,1994,1103092,1024980,1176508
AUT,Male,1995,1088054,1018352,1151733
AUT,Male,1996,1069431,1009357,1123275
AUT,Male,1997,1063741,1008155,1116657
AUT,Male,1998,1089051,1029690,1146051
AUT,Male,1999,1120013,1054246,1189088
AUT,Male,2000,1142052,1068499,1214623
AUT,Male,2001,1163135,1091667,1239538
AUT,Male,2002,1179128,1102273,1253148
AUT,Male,2003,1178268,1106834,1248922
AUT,Male,2004,1173210,1104609,1243311
AUT,Male,2005,1166338,1096012,1239919
AUT,Male,2006,1155991,1080065,1234791
AUT,Male,2007,1154263,1074060,1237829
AUT,Male,2008,1159015,1065564,1252574
AUT,Male,2009,1174508,1070100,1277935
AUT,Male,2010,1183597,1065484,1295992
AUT,Male,2011,1190758,1057260,1316094
AUT,Male,2012,1198771,1066251,1331493
AUT,Female,1980,636203,550256,734045
AUT,Female,1981,626040,545652,716109
AUT,Female,1982,618649,543470,700496
AUT,Female,1983,611039,540454,683074
AUT,Female,1984,606807,539083,676641
AUT,Female,1985,604478,543096,671847
AUT,Female,1986,607059,551218,670396
AUT,Female,1987,624944,566712,687561
AUT,Female,1988,648186,580969,717059
AUT,Female,1989,675615,604810,748146
AUT,Female,1990,704458,636349,777911
AUT,Female,1991,732574,664816,805410
AUT,Female,1992,757323,691442,827872
AUT,Female,1993,775803,711878,842008
AUT,Female,1994,782909,723275,842894
AUT,Female,1995,777451,726029,831498
AUT,Female,1996,768796,719901,818212
AUT,Female,1997,771473,722142,822630
AUT,Female,1998,802327,744296,861531
AUT,Female,1999,841498,777952,909496
AUT,Female,2000,878852,808030,957444
AUT,Female,2001,915747,838707,998781
AUT,Female,2002,946866,869087,1032894
AUT,Female,2003,957877,880882,1047139
AUT,Female,2004,959119,883295,1045384
AUT,Female,2005,943268,871095,1021918
AUT,Female,2006,924958,847028,1004519
AUT,Female,2007,912791,834754,998346
AUT,Female,2008,905549,816106,995064
AUT,Female,2009,904335,806653,1003739
AUT,Female,2010,904509,793870,1018897
AUT,Female,2011,906331,785007,1035928
AUT,Female,2012,910273,775257,1056387
AUT,Both,1980,1564894,1441619,1699392
AUT,Both,1981,1552093,1441422,1675733
AUT,Both,1982,1555638,1448033,1666599
AUT,Both,1983,1560443,1455026,1663054
AUT,Both,1984,1575031,1478211,1673316
AUT,Both,1985,1590228,1502571,1677986
AUT,Both,1986,1610220,1523952,1698061
AUT,Both,1987,1648263,1554435,1742333
AUT,Both,1988,1690169,1588290,1795026
AUT,Both,1989,1735826,1626904,1848931
AUT,Both,1990,1782252,1670733,1902046
AUT,Both,1991,1826640,1713659,1946943
AUT,Both,1992,1860854,1745817,1971629
AUT,Both,1993,1884044,1774709,1985846
AUT,Both,1994,1886001,1790881,1981551
AUT,Both,1995,1865505,1777653,1949273
AUT,Both,1996,1838227,1759814,1913374
AUT,Both,1997,1835214,1758992,1907275
AUT,Both,1998,1891378,1809259,1972070
AUT,Both,1999,1961512,1873583,2057191
AUT,Both,2000,2020904,1925075,2125962
AUT,Both,2001,2078882,1972798,2197083
AUT,Both,2002,2125994,2014987,2242354
AUT,Both,2003,2136144,2030245,2257356
AUT,Both,2004,2132330,2033388,2243497
AUT,Both,2005,2109607,2011722,2218430
AUT,Both,2006,2080950,1975936,2188231
AUT,Both,2007,2067054,1952704,2186504
AUT,Both,2008,2064563,1935489,2195994
AUT,Both,2009,2078843,1936472,2221026
AUT,Both,2010,2088106,1931821,2250312
AUT,Both,2011,2097089,1914962,2272257
AUT,Both,2012,2109044,1907310,2297657
AZE,Male,1980,796122,684040,913700
AZE,Male,1981,821808,705568,949849
AZE,Male,1982,847803,728631,977743
AZE,Male,1983,873115,750376,1006259
AZE,Male,1984,896216,767223,1026338
AZE,Male,1985,916289,779262,1050727
AZE,Male,1986,934179,798870,1066742
AZE,Male,1987,948906,810138,1076553
AZE,Male,1988,962385,826082,1089434
AZE,Male,1989,977110,840894,1106587
AZE,Male,1990,993176,859502,1123223
AZE,Male,1991,1012073,879397,1145634
AZE,Male,1992,1029222,893461,1163811
AZE,Male,1993,1044471,904869,1178862
AZE,Male,1994,1056323,917448,1186734
AZE,Male,1995,1064694,924756,1195237
AZE,Male,1996,1070711,928006,1204845
AZE,Male,1997,1075428,932143,1216304
AZE,Male,1998,1081558,937229,1222160
AZE,Male,1999,1092602,951352,1239758
AZE,Male,2000,1109339,963883,1257741
AZE,Male,2001,1131769,983034,1286139
AZE,Male,2002,1159781,1003943,1314298
AZE,Male,2003,1192751,1028094,1353080
AZE,Male,2004,1228934,1060059,1392677
AZE,Male,2005,1270175,1097752,1425281
AZE,Male,2006,1317091,1144024,1484854
AZE,Male,2007,1366595,1184728,1538329
AZE,Male,2008,1415187,1234750,1584793
AZE,Male,2009,1462802,1283427,1628717
AZE,Male,2010,1508052,1318732,1673502
AZE,Male,2011,1549308,1358693,1720388
AZE,Male,2012,1588685,1396560,1771451
AZE,Female,1980,18303,12369,26299
AZE,Female,1981,18900,12837,27630
AZE,Female,1982,19499,13327,28192
AZE,Female,1983,20073,13726,28641
AZE,Female,1984,20591,13984,29350
AZE,Female,1985,21021,14292,29799
AZE,Female,1986,21409,14490,30389
AZE,Female,1987,21752,14782,30559
AZE,Female,1988,22078,15167,31671
AZE,Female,1989,22398,15294,32383
AZE,Female,1990,22692,15537,33667
AZE,Female,1991,23010,16024,33375
AZE,Female,1992,23238,16319,33463
AZE,Female,1993,23416,16537,33881
AZE,Female,1994,23633,16777,33574
AZE,Female,1995,23797,17211,33696
AZE,Female,1996,23972,16834,33975
AZE,Female,1997,23994,16739,33976
AZE,Female,1998,24060,16839,34611
AZE,Female,1999,24220,16853,34866
AZE,Female,2000,24421,16854,35070
AZE,Female,2001,24761,17201,35802
AZE,Female,2002,25202,17518,36464
AZE,Female,2003,25761,17817,37071
AZE,Female,2004,26369,18517,37738
AZE,Female,2005,27108,19273,38222
AZE,Female,2006,28022,19984,39154
AZE,Female,2007,29041,20603,40100
AZE,Female,2008,30055,21490,42058
AZE,Female,2009,31062,22132,43947
AZE,Female,2010,31967,22564,45029
AZE,Female,2011,32782,23242,46531
AZE,Female,2012,33504,23667,47278
AZE,Both,1980,814426,702505,931160
AZE,Both,1981,840708,725164,970055
AZE,Both,1982,867301,749755,995960
AZE,Both,1983,893189,772949,1026610
AZE,Both,1984,916807,788682,1048432
AZE,Both,1985,937310,801910,1072154
AZE,Both,1986,955588,819683,1088761
AZE,Both,1987,970657,832689,1099348
AZE,Both,1988,984463,847096,1111857
AZE,Both,1989,999508,863396,1130271
AZE,Both,1990,1015868,880969,1148763
AZE,Both,1991,1035083,902252,1168188
AZE,Both,1992,1052460,916979,1185644
AZE,Both,1993,1067887,930653,1204436
AZE,Both,1994,1079956,940268,1211767
AZE,Both,1995,1088491,946915,1220470
AZE,Both,1996,1094683,952362,1228911
AZE,Both,1997,1099422,954930,1238450
AZE,Both,1998,1105618,962306,1245490
AZE,Both,1999,1116822,975016,1260764
AZE,Both,2000,1133760,991652,1282686
AZE,Both,2001,1156530,1008213,1310159
AZE,Both,2002,1184983,1031706,1339396
AZE,Both,2003,1218512,1055522,1378365
AZE,Both,2004,1255303,1091574,1419008
AZE,Both,2005,1297283,1125683,1453887
AZE,Both,2006,1345112,1171422,1515587
AZE,Both,2007,1395636,1212183,1566508
AZE,Both,2008,1445241,1261244,1616294
AZE,Both,2009,1493864,1308666,1658643
AZE,Both,2010,1540019,1348557,1703118
AZE,Both,2011,1582090,1389511,1754593
AZE,Both,2012,1622189,1433218,1804853
BDI,Male,1980,227665,191051,269148
BDI,Male,1981,232074,193501,275057
BDI,Male,1982,235723,195617,279820
BDI,Male,1983,239305,198358,283289
BDI,Male,1984,242919,201246,289814
BDI,Male,1985,248003,205172,295052
BDI,Male,1986,253701,211600,301530
BDI,Male,1987,260107,215746,308218
BDI,Male,1988,266581,221861,315460
BDI,Male,1989,272010,225464,319862
BDI,Male,1990,276155,227955,325464
BDI,Male,1991,279070,229719,328733
BDI,Male,1992,280691,232076,333593
BDI,Male,1993,281007,233897,331555
BDI,Male,1994,280791,232225,331744
BDI,Male,1995,280374,234097,333462
BDI,Male,1996,280112,233816,331534
BDI,Male,1997,280685,233714,334230
BDI,Male,1998,282692,234101,336918
BDI,Male,1999,286777,238590,340221
BDI,Male,2000,293520,243275,350289
BDI,Male,2001,303255,253225,359557
BDI,Male,2002,316062,262460,377001
BDI,Male,2003,331343,275464,394268
BDI,Male,2004,348655,289394,416005
BDI,Male,2005,367404,304701,437277
BDI,Male,2006,388007,319900,459853
BDI,Male,2007,410190,340094,489614
BDI,Male,2008,433777,357662,519185
BDI,Male,2009,458587,379361,544670
BDI,Male,2010,484073,399980,568782
BDI,Male,2011,510544,423875,598754
BDI,Male,2012,537802,449637,630481
BDI,Female,1980,105218,79324,137735
BDI,Female,1981,107638,81529,140839
BDI,Female,1982,109960,81969,143710
BDI,Female,1983,112306,83351,147329
BDI,Female,1984,114607,84351,151942
BDI,Female,1985,117355,85464,155886
BDI,Female,1986,120372,86684,161099
BDI,Female,1987,123529,88801,165723
BDI,Female,1988,126684,91465,167448
BDI,Female,1989,129633,93198,170532
BDI,Female,1990,132318,94058,175640
BDI,Female,1991,134856,95854,179025
BDI,Female,1992,137063,97824,183278
BDI,Female,1993,138753,101127,186966
BDI,Female,1994,139600,101492,185698
BDI,Female,1995,139622,101626,186101
BDI,Female,1996,138859,100913,185093
BDI,Female,1997,137307,100214,182918
BDI,Female,1998,135995,99290,179298
BDI,Female,1999,135638,99618,177452
BDI,Female,2000,136611,100447,178751
BDI,Female,2001,139094,100743,182300
BDI,Female,2002,143061,104105,188638
BDI,Female,2003,148242,108251,195999
BDI,Female,2004,154196,112153,205748
BDI,Female,2005,160908,116750,215774
BDI,Female,2006,168399,122619,223691
BDI,Female,2007,176374,129560,232074
BDI,Female,2008,184917,134842,248519
BDI,Female,2009,194245,141442,260650
BDI,Female,2010,204281,150700,272799
BDI,Female,2011,215027,158250,287564
BDI,Female,2012,225938,167100,299871
BDI,Both,1980,332883,287107,386292
BDI,Both,1981,339712,292919,395198
BDI,Both,1982,345683,297269,403379
BDI,Both,1983,351611,301257,409840
BDI,Both,1984,357526,305807,420050
BDI,Both,1985,365358,312404,427702
BDI,Both,1986,374073,317750,433324
BDI,Both,1987,383636,327695,443197
BDI,Both,1988,393264,335695,454654
BDI,Both,1989,401643,344947,463774
BDI,Both,1990,408474,351494,473879
BDI,Both,1991,413926,354592,482242
BDI,Both,1992,417754,356897,485199
BDI,Both,1993,419759,360182,490772
BDI,Both,1994,420392,363243,491063
BDI,Both,1995,419996,362646,492374
BDI,Both,1996,418971,358147,489474
BDI,Both,1997,417992,356833,486743
BDI,Both,1998,418687,358167,490205
BDI,Both,1999,422415,359391,494127
BDI,Both,2000,430131,368859,504938
BDI,Both,2001,442350,375478,516564
BDI,Both,2002,459123,387147,534602
BDI,Both,2003,479585,402942,556570
BDI,Both,2004,502851,423086,581071
BDI,Both,2005,528312,447991,611479
BDI,Both,2006,556406,473345,649873
BDI,Both,2007,586565,501625,683862
BDI,Both,2008,618694,527946,716581
BDI,Both,2009,652833,552012,750865
BDI,Both,2010,688354,582472,791312
BDI,Both,2011,725571,613454,832655
BDI,Both,2012,763740,643977,875294
BEL,Male,1980,1510731,1318241,1713912
BEL,Male,1981,1502724,1318847,1701300
BEL,Male,1982,1495070,1317913,1677190
BEL,Male,1983,1489386,1318675,1666745
BEL,Male,1984,1482582,1323337,1655291
BEL,Male,1985,1476980,1331389,1637596
BEL,Male,1986,1471993,1337508,1608747
BEL,Male,1987,1467785,1345939,1602698
BEL,Male,1988,1472619,1363609,1598009
BEL,Male,1989,1476392,1366780,1593990
BEL,Male,1990,1470389,1363739,1578781
BEL,Male,1991,1468001,1358880,1572347
BEL,Male,1992,1469891,1355252,1574759
BEL,Male,1993,1475560,1360749,1581180
BEL,Male,1994,1478131,1356649,1584926
BEL,Male,1995,1473933,1351726,1585686
BEL,Male,1996,1467094,1346344,1580329
BEL,Male,1997,1444331,1320357,1554564
BEL,Male,1998,1415165,1298155,1520847
BEL,Male,1999,1378563,1276206,1478088
BEL,Male,2000,1318626,1223368,1414339
BEL,Male,2001,1269231,1182180,1360151
BEL,Male,2002,1247107,1161939,1336036
BEL,Male,2003,1222399,1141358,1307497
BEL,Male,2004,1204126,1119256,1290637
BEL,Male,2005,1200032,1106633,1295083
BEL,Male,2006,1209327,1108557,1318565
BEL,Male,2007,1223595,1109446,1349375
BEL,Male,2008,1240569,1115224,1370791
BEL,Male,2009,1260260,1120913,1402693
BEL,Male,2010,1268269,1113896,1424966
BEL,Male,2011,1274448,1111579,1443276
BEL,Male,2012,1280008,1112386,1459059
BEL,Female,1980,1034916,847439,1232586
BEL,Female,1981,1034812,855294,1223921
BEL,Female,1982,1035169,858087,1221634
BEL,Female,1983,1035192,866017,1214162
BEL,Female,1984,1034178,879284,1201940
BEL,Female,1985,1032210,894670,1177068
BEL,Female,1986,1029939,907723,1159451
BEL,Female,1987,1027807,914046,1146974
BEL,Female,1988,1030288,927129,1139921
BEL,Female,1989,1033330,935036,1139291
BEL,Female,1990,1036336,935878,1139699
BEL,Female,1991,1044018,945129,1149254
BEL,Female,1992,1061179,954387,1173127
BEL,Female,1993,1082074,968449,1194990
BEL,Female,1994,1100861,982833,1213313
BEL,Female,1995,1098910,978081,1219856
BEL,Female,1996,1090132,972309,1213265
BEL,Female,1997,1067775,958671,1182217
BEL,Female,1998,1042387,939692,1141926
BEL,Female,1999,1014419,920758,1107346
BEL,Female,2000,982473,896284,1065292
BEL,Female,2001,959343,883322,1038528
BEL,Female,2002,958132,883557,1037385
BEL,Female,2003,954290,878008,1032684
BEL,Female,2004,956879,876652,1043756
BEL,Female,2005,972486,882258,1069637
BEL,Female,2006,994318,894643,1106043
BEL,Female,2007,1019035,904997,1145672
BEL,Female,2008,1044887,916404,1191306
BEL,Female,2009,1071142,931632,1232966
BEL,Female,2010,1081645,932470,1253041
BEL,Female,2011,1087725,925449,1266322
BEL,Female,2012,1091015,915442,1277857
BEL,Both,1980,2545647,2291711,2839275
BEL,Both,1981,2537536,2291224,2818571
BEL,Both,1982,2530240,2293334,2796435
BEL,Both,1983,2524578,2299577,2765572
BEL,Both,1984,2516760,2301194,2738169
BEL,Both,1985,2509189,2307977,2710989
BEL,Both,1986,2501932,2316376,2692843
BEL,Both,1987,2495593,2325755,2672051
BEL,Both,1988,2502907,2351150,2670143
BEL,Both,1989,2509722,2366410,2662202
BEL,Both,1990,2506725,2374449,2659134
BEL,Both,1991,2512019,2373760,2660650
BEL,Both,1992,2531070,2381695,2685501
BEL,Both,1993,2557634,2406855,2715297
BEL,Both,1994,2578992,2413031,2745937
BEL,Both,1995,2572843,2399910,2739449
BEL,Both,1996,2557226,2384938,2720641
BEL,Both,1997,2512106,2353045,2671563
BEL,Both,1998,2457552,2310995,2605265
BEL,Both,1999,2392982,2253829,2524332
